PCR Control Taxa:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature ID,Taxon,,,,,,,,,,,,,,Taxonomic ID,Qiime2 ID,miami25-1-1-6-neg,miami25-1-7-15-neg,miami25-1-16-24-neg,miami25-1-25-33-neg,miami25-1-34-C2-neg,miami25-2-7-15-neg,miami25-1-C1,miami25-2-C1,miami25-3-C1,miami25-1-C2,miami25-2-C2,miami25-3-C2
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Macrostomida; f__Macrostomida; g__Macrostomida; s__Macrostomum_lignano,84a2c90491a1ad909af6e308a727c534,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Rhabdocoela; f__Neodalyellida; g__Neodalyellida; s__Gieysztoria_sp.,84ad4f1afd078b4a8a0dcbe57c9819d5,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Araeolaimida; f__Araeolaimida; g__Araeolaimida; s__Deontolaimus_sp.,84cf28ed432899bf0a3e01e1be68973b,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_sp.,853df89d4109bbcdf90763a3a8e999b2,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Flosculariacea; f__Flosculariacea; g__Flosculariacea; s__Ptygura_libera,858a314cfc7ad2d93363620d12554c7e,71,0,0,0,0,0,23,197,94,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Monhysteridae_environmental,85b3ffb97171b9b5b28489bd95de8247,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Heterostylites_major,85fa680f1afedb97bdf282a52acb27aa,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Bryozoa; c__Gymnolaemata; o__Ctenostomatida; f__Ctenostomatida; g__Ctenostomatida; s__Amathia_citrina,862f6c0df63a594cb890c4f70392e5ff,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Diplostraca; g__Diplostraca; s__Acroperus_harpae,86383687cb1e5542d0fc15dfd375d270,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Xenacoelomorpha; c__Acoela; o__Acoela; f__Acoela; g__Acoela; s__Anaperus_gardineri,86548a9d1ba859fe15f9d6e6283f6047,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__uncultured_eukaryote,86db7a66bd3838ff3b21192c9783a58e,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Tricladida; f__Continenticola; g__Continenticola; s__Schmidtea_mediterranea,871e79f7534b33231d8e23b19cfa24c6,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Glycinde_armigera,878ca1f8e4b9bd7405e2b38c681cd77c,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Stenocypris_derupta,8792f5c524ab43cfcee838e3b386dea7,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Eucyclops_speratus,87bf00ecbb6be00897961cf0f2879c03,87,0,0,0,0,0,0,0,42,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Diplostraca; g__Diplostraca; s__Simocephalus_serrulatus,87ca521b9ba2837ca4deebadf34dae49,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Branchiosyllis_maculata,8810434414df402bfe4b4425a3f71aee,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,887d55d1eeff6eeef8d2a4a616f5d98d,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Dactylopusia_sp.,8889beeafa48b1ea9f7d8f0eeb81305f,354,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Prolecithophora; f__Prolecithophora; g__Prolecithophora; s__Torgea_phukettensis,88d3b54d7e5393b29a57657f896e5bf3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,88e96bf67dce1fa3dafad2d73eb5509e,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Enoplea; o__Enoplida; f__Enoplida; g__Enoplida; s__Rhabdolaimus_aquaticus,88ec2b453c150b4cb544e5006470a7a7,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Nematoda_environmental,890f3a84a344444b96842647bf7243e3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Nannopus_sp.,8962c37f5454dc90117e36671e5ba7f3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Strandesia_uenoi,898db6f64daed22ba75bc303e0d0b1fb,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Paracypria_plumosa,8998ba412c427a1744952f1d86f99e1c,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__uncultured_eukaryote,89a1eead2638cfe0ffd0a239f65a8d7c,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Paramphiascella_fulvofasciata,89c1d019d8e6f9088656013368ec2aa8,0,0,0,0,0,0,0,116,19,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Halacarus_sp.,89e84f9102355823dc059e316b297b1f,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Diplolaimelloides_environmental,8a0b5c70895649361c0989a986cbe86d,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Acaromantis_vespucioi,8a1bba8242eadf954b3eb70cf24c406d,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Gyptis_golikovi,8a6d757581edb4019dd766f68c38bab9,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Placozoa; c__Placozoa; o__Placozoa; f__Placozoa; g__Trichoplax; s__Trichoplax_sp.,8a7ec33d1a897687b9ac3d8c440c62ef,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Paramphiascella_fulvofasciata,8a95267d3080c45ccd64e6f720ea956a,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Spirurida; f__Spirurida; g__Spirurida; s__Mastophorus_muris,8aacf282424aaaf8cd2c47e90eb34658,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Platynereis_dumerilii,8acc92db9a65f1e4aceee700d18e77ef,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Temora_longicornis,8afd5f267b53b82490f041492094c692,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__uncultured_eukaryote,8b14bf3d61e7c177f5ea3449cf6debe2,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Daphnia_pulex,8b2111ef16543a88ecc65d8e27ee62ce,0,0,0,0,0,0,98,1059,577,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Catenulida; o__Catenulida; f__Catenulidae; g__Catenulidae; s__Catenula_lemnae,8b4cacfcadea2b7916823964e0ace2b0,17,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__uncultured_eukaryote,8b6479ee2b18b46ba27f729aa9ff8d69,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Diplolaimella_dievengatensis,8bc50318231938c172038b0ae73e24ca,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,8c0fd3711e54aa5a6b606c62757170c1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Bdelloidea; o__Adinetida; f__Adinetida; g__Adinetida; s__Bdelloidea_environmental,8c11ce36cf0b5ed02f5ecad338c94010,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,8c18487c59bee92c67461c3d301de8ee,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Enoplea; o__Enoplida; f__Enoplida; g__Enoplida; s__Enoploides_sp.,8c40848695fc68c963fba87adba6f067,0,0,0,0,0,0,0,3,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Entoprocta; c__Entoprocta; o__Coloniales; f__Barentsiidae; g__Barentsiidae; s__Barentsia_gracilis,8c51397aae4b066cf454c055d9e80330,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Oithona_sp.,8c642ea0608fdbffa09cfb370ff87ce6,0,0,0,0,0,0,18,232,55,13,38,56
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Enoplea; o__Enoplida; f__Enoplida; g__Enoplida; s__Pontonema_vulgare,8ca32c55704cfed7fbedcbfe58efa0d6,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Rhabdocoela; f__Neodalyellida; g__Neodalyellida; s__Microdalyellia_armigera,8cd1fed01888495824c68550818f455c,0,0,0,0,0,0,0,0,0,3,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Rhabdocoela; f__Kalyptorhynchia; g__Kalyptorhynchia; s__Phonorhynchus_helgolandicus,8d15050beec454dd830576dbc2711301,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,8d1f55e14fc0407deb132047ed398971,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Enoplea; o__Enoplida; f__Enoplida; g__Enoplida; s__Rhabdolaimus_aquaticus,8d2bf2bc654159bab96501da2863ca6f,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Perinereis_sp.,8d442e2e872a6328168776b1a7ffda1a,0,0,0,0,0,0,0,13,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Chromadorida; f__Chromadorida; g__Chromadorida; s__Ptycholaimellus_sp.,8d4f23edce30435d2c139154f4c1dfef,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Anomalocera_patersoni,8d6473c0d8868806d13ac0c5137db9a1,0,0,0,0,0,0,0,12,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Pseudomystides_limbata,8d6656c381482e9b090ac8c361001e6e,0,0,0,0,0,0,0,6,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Daphnia_pulex,8d7942623fd17fb872443319c16ff10b,0,0,0,0,0,0,0,14,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Catenulida; o__Catenulida; f__Catenulidae; g__Catenulidae; s__Paracatenula_cf.,8d97bf46d9cda4ae0bcadccff7beddcd,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Daphnia_pulex,8dc00f8e02396f373104e41d38f25dd4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Araeolaimida; f__Araeolaimida; g__Araeolaimida; s__Nematoda_environmental,8defed456a42a68d1db093bf90998812,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Oithona_sp.,8df0d0ea048de058ed9f58ee09849490,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Entoprocta; c__Entoprocta; o__Coloniales; f__Barentsiidae; g__Barentsiidae; s__Barentsia_benedeni,8e125925990d16ce4dce379fe3cda821,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Malacostraca; o__Eucarida; f__Eucarida; g__Eucarida; s__Parthenope_validus,8e603d3479d997c7010e354b4186c3d1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__uncultured_eukaryote,8e6cf5e415e8cefa26efa1ba8f97fd03,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Cancrincola_plumipes,8e70b052f4db11a0c67448daf8884689,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida; g__Ploimida; s__Platyias_quadricornis,8e95152bb87393cf1db211892dda1eb1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Sabellida; f__Sabellida; g__Sabellida; s__Augeneriella_hummelincki,8ed7fb9518fe350cb599517b1b7a4f8e,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Enoplea; o__Enoplida; f__Enoplida; g__Enoplida; s__Rhabdolaimus_aquaticus,8f13006ab9dbb78aa6be592f8d2e9344,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Archegozetes_longisetosus,8f4f72e3cfd7e0a9adbd5c91021f41ae,0,0,0,0,0,0,0,0,0,3,0,18
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Lecithoepitheliata; f__Lecithoepitheliata; g__Lecithoepitheliata; s__uncultured_eukaryote,8f50814bf02eea0b1a5082886b54cbee,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Bdelloidea; o__Adinetida; f__Adinetida; g__Adinetida; s__Bdelloidea_environmental,8f60207aaa8b811be8207c0cebdfd226,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Clitellata; o__Haplotaxida; f__Haplotaxida; g__Haplotaxida; s__Stylaria_sp.,8f7f4e0110a00e43cf8dec8751d13186,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Platyhelminthes; c__Rhabditophora; o__Proseriata; f__Proseriata; g__Proseriata; s__Nematoplana_coelogynoporoides,8f8a7c9cae3a67584b4dcdd0278c3372,0,0,0,0,0,0,0,0,22,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Chromadorida; f__Chromadorida; g__Chromadorida; s__Chromadorita_leuckarti,8f9ba3fa66cf020ea603a2e508b31142,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Daptonema_sp.,8fb2e188c0af51b3c7b1bf88f3740670,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Branchiopoda; o__Diplostraca; f__Diplostraca; g__Diplostraca; s__Daphnia_magna,900dc0775d12959ebbff92322d5308a1,0,80,0,0,0,0,28,191,131,0,9,24
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Mollusca; c__Gastropoda; o__Caenogastropoda; f__Caenogastropoda; g__Caenogastropoda; s__Pseudamycla_formosa,903628e5c94a98d9a1476433e2d70fe1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Nematozoa; c__Chromadorea; o__Monhysterida; f__Monhysterida; g__Monhysterida; s__Daptonema_sp.,90379cce5d619f522f2bb19e68ce07c3,0,0,0,0,0,0,0,22,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Clitellata; o__Rhynchobdellida; f__Rhynchobdellida; g__Rhynchobdellida; s__Helobdella_stagnalis,90af55f465da0bd0cd981d99be0f27b6,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Glycinde_armigera,90fd49a8c62ffbb33ee7064f0ac84395,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida; g__Ploimida; s__uncultured_eukaryote,913f45b69c2c16787a8145bea3050785,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Clitellata; o__Haplotaxida; f__Haplotaxida; g__Haplotaxida; s__Stylaria_sp.,913fd4cf7f5f11b954fff03979c66e96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Bdelloidea; o__Adinetida; f__Adinetida; g__Adinetida; s__Philodina_sp.,91502b60bb4cd795ba70dd05ed89e805,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__uncultured_eukaryote,915cb308c1d85c1a4ea70f8e98fcb2b7,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Cnidaria; c__Hydrozoa; o__Leptothecata; f__Leptothecata; g__Leptothecata; s__Clytia_noliformis,91630b5b50e8332f70e29d48ea80c70e,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Cypretta_seurati,9163dcef96943bc2f7e412535c3a3634,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida; g__Ploimida; s__Platyias_quadricornis,919cac64650b0f3ff5a8f4cb3531791e,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Phyllodocida; f__Phyllodocida; g__Phyllodocida; s__Erinaceusyllis_bidentata,91de07163d1cb975ce7c2d28cc1732e8,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Calanoida; f__Calanoida; g__Calanoida; s__Arthropoda_environmental,91e69b22ca09e601531904f7e19c71a2,29,58,29,211,68,37,755,10105,10989,12,0,17
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_sp.,921b32dad30fee2ae16507c5d18cc502,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Cobanocythere_japonica,92416170a0947397897f7e6e46c6816a,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Ostracoda; o__Podocopida; f__Podocopida; g__Podocopida; s__Cytheromorpha_acupunctata,92e86883dc729f9adebba59b88718a5a,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Daphnia_pulex,92facfda691ede1218a3ce0173c4c02b,0,0,0,0,0,0,509,6380,3642,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Cyclopoida; f__Cyclopoida; g__Cyclopoida; s__Halicyclops_sp.,930ccfcbf2f672d98876862c0b1c5030,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Flosculariacea; f__Flosculariacea; g__Flosculariacea; s__Ptygura_beauchampi,9317e49644be0affe2ffe96645d9464a,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Rotifera; c__Monogononta; o__Ploimida; f__Ploimida; g__Ploimida; s__Dicranophorus_forcipatus,93517ef7f32e6a7a728fdd075b85ddff,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Annelida; c__Polychaeta; o__Palpata_Incertae_Sedis; f__Palpata_Incertae_Sedis; g__Palpata_Incertae_Sedis; s__Protodriloides_symbioticus,93c5ec0d7243894da18ab04495c7eb2d,0,0,0,0,0,0,10,26,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Xenacoelomorpha; c__Acoela; o__Acoela; f__Acoela; g__Acoela; s__Pseudaphanostoma_smithrii,93ce773422dd20dff705ae3e361f153e,0,0,0,0,0,0,0,6,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Arthropoda; c__Maxillopoda; o__Harpacticoida; f__Harpacticoida; g__Harpacticoida; s__Dactylopusia_sp.,93d127861df1b8df89e075627bb8539d,47,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,sk__Holozoa; k__Animalia; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_sp.,93ff8eddd2e26f163d546304f38dd12e,0,0,0,0,0,0,0,0,0,0,0,0
